compression_capacity,conversion_trains_number,electrolyser_capacity,fuelcell_capacity,hydrogen_storage_capacity,renewable_energy_capacity,vector_storage_capacity
0.4559739670,0.6897782153,0.5211093286,0.3637556564,0.5212806407,0.5198599603,0.1078824885
0.9805300944,0.2843302675,0.0963020595,0.6434369907,0.3560612705,0.0877848314,0.7521997495
0.6831336962,0.8698317111,0.9918422895,0.0473151505,0.0515212864,0.3797272518,0.4779332345
0.1303620990,0.1521279095,0.3756301338,0.9598926809,0.8257455193,0.9466756536,0.6302463636
0.0018866817,0.9052583240,0.1897546537,0.8121235669,0.9323451156,0.6277770707,0.3251912184
0.5616010297,0.1245662114,0.6770616397,0.2119147088,0.1913200812,0.2025358845,0.5320089562
0.8520627869,0.5372165991,0.2817045003,0.6206757557,0.4020529566,0.2679097345,0.1991005903
0.3344494030,0.4447569028,0.8354169689,0.4033778533,0.7215652755,0.8436451368,0.9139141962
0.2929511359,0.7628852511,0.3624315523,0.1560525326,0.2647674959,0.9038107665,0.2564950241
0.7705140673,0.2307264153,0.7540356964,0.8684740858,0.6155355144,0.4533195328,0.6041210927
0.5650284486,0.6775583159,0.1416985914,0.4646110954,0.7949995585,0.0127010671,0.1266833916
0.1215060260,0.3326553376,0.7247076221,0.5599307371,0.0852264389,0.5631863624,0.9819386518
0.2431607554,0.5796851385,0.9110866422,0.7072036685,0.1566660376,0.7607470248,0.0352819515
0.6933817882,0.4227704117,0.4569827812,0.2995006396,0.9621459702,0.3190428549,0.8204075433
0.8921606941,0.9780003028,0.5691367956,0.8907548813,0.6263672030,0.1518567689,0.4094203785
0.4212963656,0.0078531560,0.0486274520,0.1159647303,0.4923997475,0.7091759508,0.7021751618
0.4099725643,0.7933094660,0.6091063730,0.8653480774,0.0233132690,0.8184921322,0.5258111190
0.9035228956,0.2003595848,0.0241440833,0.1411160091,0.8579661213,0.2612939179,0.3655629614
0.6978851808,0.6452379730,0.8881901875,0.5489003742,0.5535432044,0.2096094908,0.9037544997
0.2386194989,0.3650322305,0.4946330227,0.4575788071,0.3276587036,0.6514346879,0.2356330175
0.1101516923,0.6102919672,0.1800963962,0.3105344856,0.4303487120,0.9537471570,0.8055740725
0.5763601176,0.3920979733,0.7025589691,0.7142399838,0.6894400408,0.4033869421,0.0828263918
0.7750479328,0.9453752460,0.3382077040,0.1190948253,0.9000482196,0.0626298729,0.6874676319
0.2884403523,0.0404136758,0.7942645559,0.9056950668,0.2196959453,0.5132461274,0.4568466265
0.3387391279,0.7219148269,0.2588099549,0.6539828572,0.7627365179,0.7030810043,0.8620000491
0.8477961440,0.2522578649,0.8730691196,0.3703035079,0.1136285290,0.1272205217,0.0298165958
0.5504908366,0.8397128806,0.2297261404,0.9625341929,0.2929750364,0.3432212528,0.7399284709
0.0129742101,0.1823117835,0.6525801802,0.0617672373,0.5833144356,0.7683374183,0.3999932827
0.1346213510,0.9370901920,0.9676203467,0.2092766799,0.6586645758,0.5873628100,0.5783327529
0.6788365804,0.0926774060,0.4158608988,0.7976755071,0.4640243603,0.0202934407,0.3086488228
0.9694504337,0.5072803525,0.5595090389,0.3928360734,0.1283707591,0.4472224871,0.9601196814
0.4670920279,0.4746351391,0.0741553120,0.6141315661,0.9942716816,0.8791765887,0.1826840164
0.4888647590,0.5427690893,0.8197226031,0.0626924243,0.3501085481,0.0352116693,0.3310169391
0.9476402486,0.4479748039,0.2972638970,0.9127770662,0.5310787885,0.6032596836,0.5613327501
0.6542559564,0.8937215125,0.6614892920,0.2541401312,0.8198612081,0.9263289683,0.2089002421
0.1592388777,0.1116713621,0.2054361729,0.7213142943,0.0613726163,0.4934005132,0.9314647913
0.0386837311,0.8665870531,0.3913267981,0.5115489885,0.1972079389,0.1743748533,0.1098033302
0.5248049414,0.1465486512,0.9762853105,0.4817429613,0.9224897027,0.7492570486,0.7776196180
0.8270913046,0.7026464157,0.1118768249,0.8279886451,0.7275220212,0.7832575096,0.4916368118
0.3594199391,0.2958404412,0.5054301079,0.1652878523,0.3922512028,0.3591162935,0.6517018378
0.2632189039,0.9733251911,0.0330570098,0.4174883617,0.6214274270,0.4197702045,0.0567932753
0.8002453381,0.0057262601,0.5848125909,0.5753151299,0.2549085086,0.9691555891,0.8340458535
0.5985295922,0.5901462073,0.4412903208,0.2339370148,0.0911715040,0.5599105125,0.4347836822
0.0880058287,0.4348031376,0.9266403150,0.7588513820,0.7852090122,0.1102724262,0.7041624626
0.2173347808,0.6797119724,0.7402766673,0.9691281216,0.9561968222,0.3079601657,0.2741025416
0.7192068165,0.3373572137,0.1260212800,0.0068298308,0.1664601304,0.8661328526,0.6138546430
0.9295680951,0.7508791704,0.7697266405,0.6605687393,0.4865042288,0.6678199023,0.1559514552
0.3838899257,0.2202919880,0.3468764825,0.3153737905,0.6362302136,0.2250159411,0.9878297588
0.3935780432,0.6369331470,0.2383012408,0.1778812530,0.2362107523,0.0942198401,0.1902277712
0.9199099140,0.3567293100,0.6279509561,0.8288420690,0.8834876940,0.5447130986,0.9208489703
0.7445514165,0.8016057238,0.2717173668,0.4864873616,0.7040188890,0.9853295321,0.3181952620
0.1919610193,0.2086577518,0.8449620763,0.5202208655,0.4157546628,0.4348462615,0.5409427192
0.0625090078,0.9536781646,0.5350021385,0.7478315560,0.3423576569,0.2411918491,0.4690447394
0.6239952845,0.0487185037,0.0828522295,0.2767141955,0.5388289345,0.6828939943,0.6371664153
0.7904660124,0.6019938020,0.9393910095,0.9314296367,0.8746048482,0.8500821125,0.1009012545
0.2730300138,0.3838017136,0.4286464639,0.0931006921,0.0066287080,0.2927609058,0.7611491885
0.3536058720,0.8157835165,0.8932869919,0.3413958549,0.9796928316,0.4782011621,0.4160959618
0.8329369174,0.1583805103,0.4743404016,0.6826614346,0.1429648064,0.9102783194,0.6935313735
0.5033954494,0.7458375003,0.6098708659,0.0250010323,0.4475095514,0.6183338631,0.0439868625
0.0600618562,0.2761786329,0.0073292814,0.9990411922,0.6752250995,0.0513874898,0.8136710757
0.1807400510,0.5312116239,0.3177927593,0.7719418835,0.5666757105,0.3741923226,0.1333746510
0.6327253832,0.4985645050,0.7992395433,0.2352698967,0.3096595993,0.7994314805,0.9733095858
0.9536070097,0.9131694259,0.1634038882,0.5805389881,0.0989295775,0.7340596663,0.2651852127
0.4829276958,0.0687547307,0.7034453088,0.4266573396,0.7774507897,0.1583222356,0.5973689491
0.4417159678,0.8863937240,0.4656752031,0.8750352822,0.3757192893,0.7522864398,0.8850829825
0.9947965574,0.1043416681,0.9178213347,0.1001750026,0.7440692550,0.3280222313,0.2250181502
0.6691761082,0.5500902170,0.0614084546,0.6914291549,0.9079280803,0.1433961913,0.5129884882
0.1443109848,0.4552940223,0.5721491184,0.2837961949,0.2118153991,0.7181553347,0.3451719768
0.0227869032,0.7099761115,0.7607853664,0.4491279293,0.0466869548,0.8953502933,0.6648765132
0.5407092720,0.3031682279,0.3711395180,0.5443927087,0.8345925845,0.4622987825,0.4423121577
0.8732634122,0.8592678327,0.7277355185,0.1405298673,0.5144266505,0.0042406162,0.7966710432
0.3132400755,0.1392275253,0.1544945417,0.8530062232,0.3667758834,0.5721656345,0.0663550086
0.3098164769,0.5671929270,0.6820263145,0.6051993230,0.6507918378,0.6362375440,0.7212417042
0.7536402624,0.4118517665,0.2005833080,0.3878332144,0.4718967704,0.1935566347,0.3893631473
0.5822037375,0.9962698733,0.8362930631,0.7965941718,0.1829920458,0.2763701854,0.8491926827
0.1043394394,0.0286728479,0.2962555243,0.1964534605,0.9396495903,0.8346658647,0.0094408644
0.2326841978,0.7738305433,0.1071462538,0.0315869143,0.8018611483,0.5283205453,0.9375438308
0.7038498819,0.2432452664,0.5260889772,0.9441114748,0.0745041668,0.0788054550,0.1681647971
0.8819940770,0.6567653827,0.3901961017,0.3479897836,0.2695941683,0.3881878294,0.5694144703
0.4314716849,0.3144125333,0.9927339535,0.6277240282,0.6066960488,0.9376962697,0.2921621753
0.4313852489,0.8844299316,0.5805050405,0.2138068667,0.2142192880,0.8795257760,0.7839558991
0.8821098236,0.1023950754,0.0365573028,0.8090108419,0.9082547696,0.4463502243,0.0771381278
0.7039212976,0.5481264954,0.9222098524,0.4052698771,0.7444730652,0.0196664976,0.6619672608
0.2325839484,0.4533474930,0.4446693854,0.6175628966,0.3779559350,0.5874676015,0.4471536735
0.1042225044,0.7080123676,0.1306049451,0.6416669050,0.3634585012,0.7677143030,0.5002557011
0.5822889777,0.3012216166,0.7370524891,0.3667463129,0.5131824594,0.3433298757,0.3559384067
0.7537421770,0.8573041521,0.3510947786,0.9581227293,0.8331494257,0.1275735069,0.8821904194
0.3097467339,0.1372809848,0.7661354095,0.0503059411,0.0434145220,0.7022125432,0.2298773089
0.3131588846,0.5691411924,0.3015862554,0.2980968822,0.9390027421,0.5131411105,0.5723697413
0.8733767746,0.4138134094,0.8162371181,0.7108047940,0.1805121237,0.0632579653,0.2872441234
0.5407754425,0.9982180679,0.2098814435,0.1145608686,0.4692479363,0.4042579960,0.9502129564
0.0226890380,0.0306344274,0.6581250355,0.8943559024,0.6502199648,0.9533982547,0.1574582141
0.1441992950,0.7757788198,0.9716859357,0.8697557710,0.6083825435,0.6523019141,0.8521617819
0.6692589642,0.2452068683,0.3945352668,0.1525734756,0.2731096987,0.2092567571,0.0045356872
0.9948932268,0.6587135959,0.5011961022,0.5612125266,0.0780667923,0.2611851031,0.7338979552
0.4416486090,0.3163740644,0.1154523464,0.4611321427,0.8033503443,0.8191164229,0.3786427360
0.4833150161,0.6388968239,0.8698239569,0.9813215863,0.4160231482,0.2251517419,0.1038721493
0.9531894252,0.3586758543,0.2633802798,0.0100208744,0.7063607592,0.6672220612,0.7562462687
0.6323530832,0.8035694715,0.6489679795,0.6648585498,0.8857824840,0.8652925231,0.4816994481
0.1811421383,0.2106043594,0.2339310814,0.3264688160,0.2366765216,0.3083393788,0.6264439700
0.0604796754,0.9556418899,0.4193173340,0.4133248031,0.0053244056,0.1094359281,0.3211485138
0.5030083712,0.0506650293,0.9632612942,0.5641018059,0.8712235400,0.5602935534,0.5360231102
0.8325341186,0.6039575906,0.0774905039,0.2218690049,0.5356165534,0.9692951916,0.2028991692
0.3539774530,0.3857483100,0.5550270891,0.7555421814,0.3409783645,0.4191761613,0.9101441680
0.2734206719,0.8138353070,0.0274040615,0.5072629480,0.6726850662,0.3587363819,0.2524544448
0.7900441363,0.1564189754,0.6045508636,0.4706517654,0.4467987772,0.7840994615,0.6081369361
0.6236196468,0.7438892201,0.4982600389,0.8157989802,0.1424529850,0.7498532077,0.1304798154
0.0629153866,0.2742170347,0.8840000620,0.1621006681,0.9771078639,0.1742398106,0.9781669639
0.1923821764,0.5292634256,0.6990868319,0.0747642340,0.7809081161,0.4939928409,0.0312699229
0.7441600468,0.4966029292,0.1844397467,0.9160901261,0.1005540537,0.9261900978,0.8244519373
0.9195037773,0.9112211643,0.7909136619,0.2583074598,0.3112069396,0.6028759703,0.4131882517
0.3939539157,0.0667930841,0.3426739518,0.7325314479,0.5703002950,0.0360498233,0.6983749233
0.3842345541,0.5408072900,0.1970949247,0.7761664586,0.0599445300,0.1591625353,0.4945087219
0.9292527772,0.4460263820,0.6863553263,0.2464221744,0.8166041011,0.7336804830,0.6468216088
0.7188471677,0.8917596424,0.2928902917,0.5925459815,0.5277459910,0.7992957095,0.1225570086
0.2176655959,0.1097228769,0.8407430649,0.4300275864,0.3488491355,0.3747901339,0.7668744968
0.0883199507,0.8646252649,0.5293040993,0.3292634441,0.3926396873,0.0512479171,0.2118155444
0.5981837753,0.1446001884,0.1025439808,0.6794093670,0.7297435943,0.6189278765,0.9266289081
0.7999161957,0.7006845642,0.9963142062,0.0206501679,0.9249088131,0.9111147877,0.3437262718
0.2635802180,0.2938919077,0.3859611200,0.9880071906,0.1975500435,0.4778181510,0.5505442368
0.3597621834,0.9752714634,0.9213244664,0.7358207926,0.7887868145,0.2921647169,0.1433043536
0.8267812319,0.0076897321,0.4613609398,0.2733401190,0.0926761599,0.8502171850,0.9985598559
0.5244476767,0.5920925504,0.5755290994,0.9272012617,0.2565796925,0.6832739357,0.2711240547
0.0390093010,0.4367666729,0.0569732012,0.0819445550,0.6249278700,0.2403498674,0.6187498961
0.1595506156,0.6816582931,0.3679086268,0.1822283175,0.6335659195,0.4352300046,0.4220893737
0.6539153848,0.3393206671,0.7653718702,0.8398722112,0.4859171789,0.9844913483,0.7148443991
0.9473134903,0.7528255545,0.1508985199,0.4986160025,0.1658283696,0.5441207411,0.0538629489
0.4892208278,0.2222555121,0.7319547310,0.5234691035,0.9537322111,0.0943587404,0.8389883135
0.4669338427,0.7952713212,0.4697858235,0.0438418128,0.3244616482,0.9383231830,0.6747755809
0.9695783546,0.2023081146,0.8965421645,0.9477296937,0.5521789845,0.3880830677,0.4675303586
0.6790097859,0.6471997574,0.0031419797,0.3524623010,0.8566465974,0.0784562975,0.8026417121
0.1344779329,0.3669806970,0.6134911841,0.6391243003,0.0199165456,0.5291927783,0.0877673095
0.0128465313,0.6122538336,0.8035780881,0.6006081197,0.2219756627,0.8343129093,0.8911058409
0.5506492564,0.3940464621,0.3143215533,0.3765589260,0.9004986631,0.2772386167,0.2463610955
0.8479388431,0.9473370491,0.7079048585,0.7842213847,0.6897239415,0.1941797202,0.5228344128
0.3385652108,0.0423620939,0.1600558180,0.1929610837,0.4327058038,0.6361289509,0.3704604870
0.2882778756,0.7199684391,0.6325202901,0.4446592117,0.5848772358,0.5712945508,0.9630365409
0.7751791915,0.2502943445,0.2350608241,0.5329962960,0.2966147978,0.0045895483,0.1778501524
0.5765376147,0.8377665635,0.8491641339,0.1282787388,0.1170707680,0.4624038292,0.5910403049
0.1100049363,0.1803483265,0.2681118045,0.8493918339,0.7643456832,0.8947221711,0.2978580371
0.2384875286,0.9351438526,0.0784979230,0.8874118393,0.9937446835,0.7182641793,0.7427981235
0.6980469385,0.0907138670,0.5384575827,0.1036712090,0.1257703314,0.1427718708,0.3951112581
0.9036698863,0.5053340765,0.4241711525,0.6960241580,0.4614996379,0.3271549754,0.8747557616
0.4097953094,0.4726716708,0.9427233180,0.2950743428,0.6579688890,0.7526392033,0.0190730169
0.4209247846,0.6878355080,0.4015338887,0.5454303743,0.8263333440,0.6432005865,0.1942705372
0.8925634930,0.2823703680,0.9806332272,0.4454048527,0.0541823022,0.2178392932,0.9168348741
0.6937688664,0.8678889554,0.1182388868,0.8540437547,0.3585252259,0.2520837681,0.3143966217
0.2427429361,0.1501679542,0.5137451235,0.1368066566,0.5219153222,0.8276989516,0.5447126897
0.1211039387,0.9033155758,0.8251689589,0.0990152685,0.7200638978,0.5040396713,0.4730550209
0.5654007485,0.1226063231,0.3085698141,0.8788804309,0.3984743794,0.0718406281,0.6331198346
0.7709316518,0.5352737950,0.6706589637,0.2826365950,0.1878167177,0.3951565344,0.0971350987
0.2925638156,0.4427969661,0.2126525631,0.6952744378,0.9306745874,0.9619808951,0.7649516435
0.3340735305,0.7648430085,0.7476477316,0.9425856471,0.0830076672,0.7768157423,0.4201079290
0.8524689237,0.2326707877,0.1353452681,0.0348218288,0.7946098223,0.3347472129,0.6894869218
0.5619923994,0.6795161217,0.7809427334,0.6261980962,0.6151909661,0.1366749685,0.0402190508
0.0014655245,0.3345997659,0.3522333717,0.3512245938,0.2623495180,0.6936299028,0.8174713720
0.1299557202,0.5816428773,0.0412825588,0.3894811105,0.4956581062,0.8886271035,0.1374152880
0.6835093340,0.4247148326,0.5910848286,0.6018423364,0.6277924879,0.4377676882,0.9692938039
0.9809519704,0.9799580975,0.4457925539,0.1981014609,0.9634042503,0.0287678326,0.2613887312
0.4555833088,0.0097976252,0.9370020796,0.7932372894,0.1600012789,0.5788850728,0.6011405755
0.4924994642,0.9450876042,0.1757487552,0.2740896307,0.5619807532,0.4849220309,0.8891257523
0.9440117721,0.0378085775,0.6923516626,0.7482587490,0.3185048876,0.9348031515,0.2210040502
0.6418322204,0.6241649678,0.3298924724,0.0904762316,0.0297719436,0.5938051529,0.5091898441
0.1716564447,0.4046300761,0.7879027696,0.9318569340,0.8507587546,0.0446628695,0.3489419511
0.0423184102,0.6517800419,0.5978007168,0.8313445617,0.8906473480,0.3496654602,0.6688867984
0.5211764313,0.3692568988,0.0186975263,0.1775761284,0.2278599590,0.7927126419,0.4382655732
0.8146675350,0.7847143449,0.8809735961,0.5227232538,0.4229076412,0.7407822637,0.7929048836
0.3718374800,0.1904236292,0.4854636118,0.4861821327,0.6956766788,0.1828529686,0.0701574674
0.2512223804,0.5084303822,0.9582961425,0.2374060610,0.2867518021,0.1185068497,0.7252536677
0.8122356329,0.4783467101,0.4084901102,0.7710262900,0.5907727396,0.5516803730,0.3853186993
0.6017370252,0.9221264580,0.5541524254,0.4287936380,0.7545515755,0.9783661356,0.8454248747
0.0848045647,0.0792986471,0.0629390031,0.5796235288,0.1230199309,0.4105630033,0.0132411569
0.2053382909,0.8320647599,0.2525375159,0.6806473425,0.1355608925,0.2342225518,0.9415844642
0.7311971374,0.1772252601,0.8648438314,0.3421893800,0.9877996035,0.6586090075,0.1641490189
0.9327755542,0.7313570175,0.2193646366,0.9970269660,0.6678278614,0.8743633404,0.5656179925
0.3806886952,0.2632850939,0.6480777459,0.0257944232,0.4556077402,0.2997263325,0.2959337980
0.4060637699,0.8439581608,0.7505764132,0.4831467038,0.9141387977,0.4267379632,0.5295865582
0.9074322637,0.1262390651,0.3667896492,0.5079478482,0.2043677047,0.9934411757,0.3617702965
0.7408547243,0.7117557973,0.7213714747,0.1666917289,0.3839088809,0.5356286773,0.8997349050
0.1956495754,0.3062925665,0.1461776933,0.8243876388,0.7346751112,0.1033085454,0.2396698380
0.0749947680,0.5592026822,0.4602269847,0.9114953959,0.5072259074,0.2836727872,0.8093781816
0.6115176603,0.4667277625,0.9065134656,0.0661714962,0.3732604785,0.8591668857,0.0790623967
0.7867693463,0.8793933792,0.0522368010,0.7200324899,0.0375264110,0.6747819986,0.6834193673
0.2767186034,0.0986860320,0.5649308953,0.2576190690,0.8430045554,0.2492995607,0.4608547771
0.3504585223,0.6712127263,0.0997770522,0.0049376879,0.1745667756,0.0597398467,0.8658063207
0.8360761907,0.3262944613,0.5167669412,0.9722408615,0.9487930350,0.6099781757,0.0260542529
0.5153318932,0.7731416505,0.3789819907,0.3134817518,0.6443282757,0.9196067248,0.7358780736
0.0481335483,0.2409675242,0.9873788971,0.6636815835,0.4791071173,0.4688684577,0.4039997514
0.1775926752,0.9882634003,0.6738026282,0.5770852007,0.2790054111,0.1676545767,0.5821065400
0.6358646229,0.0181010226,0.1943130223,0.4144976903,0.5985197565,0.7247306556,0.3048539953
0.9655434201,0.5733461427,0.8317928119,0.7606213484,0.8092992390,0.8077877732,0.9561017687
0.4709993619,0.4164161887,0.2858955925,0.2309462391,0.0682724165,0.3658403289,0.1867229696
0.4458923619,0.6012131181,0.5393517315,0.7114934530,0.7121952428,0.7098026555,0.3347923821
0.9906111332,0.3816763209,0.0930613987,0.3105955720,0.4063432431,0.1517522158,0.5575400814
0.6581638046,0.9680346707,0.9477080740,0.9029484317,0.2424425641,0.3186934292,0.2048806436
0.1553323781,0.0607537348,0.4350102320,0.1191558074,0.8760494264,0.7616195260,0.9355016155
0.0269632638,0.8076681020,0.2496088492,0.1439846084,0.8654615805,0.5628331387,0.1136074429
0.5365238218,0.2133754771,0.6333993757,0.8651649188,0.0150539167,0.0135697667,0.7738556191
0.8622510824,0.6288348828,0.2789357910,0.4604475107,0.3351474870,0.4539424097,0.4875885434
0.3242614353,0.3463098342,0.8541334691,0.5487173200,0.5452924352,0.9037023820,0.6557099922
0.2983769011,0.9147972390,0.3271150114,0.7999338759,0.4410251370,0.8427743213,0.0605995432
0.7650888683,0.0719713373,0.8066084692,0.2087274315,0.6824257849,0.2682583984,0.8302835142
0.5868073441,0.5157491257,0.1687586689,0.6163898008,0.9712810414,0.2026411397,0.4307332886
0.0997267431,0.4856673591,0.7146596359,0.3922866909,0.1521252925,0.6271487400,0.7081689276
0.2212446481,0.7386843292,0.8995574787,0.3679230707,0.1063773297,0.9467847068,0.2778763250
0.7152985213,0.2706143111,0.4825638272,0.6546541778,0.7712398916,0.3791027227,0.6100598192
0.8865977172,0.8247441091,0.6202305369,0.0593869342,0.5760699119,0.0869178437,0.1519335462
0.4268590147,0.1699065184,0.0118297338,0.9632056477,0.3014698271,0.5202124557,0.9918687083
0.4242432062,0.5879288288,0.8762298916,0.1125948075,0.5166282542,0.3692158489,0.4261931479
0.8872911567,0.4330759477,0.4904891010,0.8963068239,0.3518952653,0.8043283075,0.7112575164
0.7138728946,0.9715960268,0.5971461367,0.3039672859,0.0469268542,0.7290751310,0.0502474485
0.2245931206,0.0035107220,0.0200001020,0.7049495298,0.8216412533,0.1632109415,0.8430634849
0.0951253809,0.7564819213,0.3345367452,0.5553474911,0.9359923219,0.4810273238,0.1473909616
0.5933315521,0.2263849275,0.7827773420,0.4669818003,0.1944771064,0.9073486691,0.9949558070
0.7578324806,0.6858029375,0.1764254970,0.8717126492,0.4057604941,0.6211681161,0.2675257204
0.3037109198,0.3429618049,0.6910716956,0.1506319754,0.7247864166,0.0484659905,0.6228422336
0.3237208221,0.8959310232,0.2265568739,0.3994004345,0.2615484744,0.2380562201,0.2155376216
0.8647755766,0.1133906841,0.6415945394,0.6234171996,0.6118263267,0.6860024584,0.9224166423
0.5332671404,0.5444903858,0.2556406287,0.2157719666,0.7918403987,0.8469393458,0.3395159207
0.0282365410,0.4501824742,0.8620835384,0.8070608815,0.0815808978,0.2958621727,0.5542682139
0.1488999613,0.6970510557,0.5470433552,0.9561667973,0.1607719539,0.0988954296,0.4982441505
0.6626128173,0.2897548927,0.0695058834,0.0522464952,0.9667382827,0.5400036685,0.6426226944
0.9854299407,0.8605034789,0.9551546033,0.6475309944,0.6305315429,0.9900122294,0.1183333062
0.4530574353,0.1409514509,0.4112115297,0.3608976016,0.4970542686,0.4301439989,0.7705851225
0.4738612184,0.8414038979,0.6656441810,0.8177631302,0.8440982504,0.5236814339,0.7470239718
0.9646039326,0.1844891747,0.2173998067,0.1601516576,0.0244543320,0.0835480252,0.3914023014
0.6370480163,0.7240940584,0.8238775516,0.5013906406,0.3137822459,0.3835406564,0.8710181871
0.1744864359,0.2539469078,0.3092274712,0.4765089331,0.5546947541,0.9424307188,0.0232702624
0.0529771438,0.5011664992,0.1233368590,0.2641705917,0.7023065165,0.6393972533,0.9672452230
0.5085654519,0.4690076597,0.5090815164,0.7266836939,0.4281948246,0.1904765423,0.1741240295
0.8430865305,0.9314645529,0.4027868919,0.0728054447,0.2325519342,0.2795379860,0.5873198966
0.3453705516,0.0865615783,0.9799366593,0.9180335375,0.8979029190,0.8315939233,0.3020724487
0.2775052646,0.6435395647,0.4522792995,0.6707299110,0.1196857831,0.8924914682,0.8947058441
0.7839988042,0.3628474483,0.9298205487,0.3206125945,0.7537810234,0.4651914779,0.2422709037
0.6145321084,0.7911228435,0.0440459289,0.9793583825,0.5893764542,0.0013746535,0.5187461358
0.0739637241,0.1986631509,0.5879928842,0.0119689386,0.2840128625,0.5750511326,0.3740623901
0.2023242256,0.9514969671,0.7743565189,0.2238268331,0.4589722566,0.7572350185,0.6783889355
0.7361634783,0.0460490230,0.3593149865,0.7535997313,0.6686290205,0.3231008472,0.4634535182
0.9123674082,0.6159254741,0.7449064860,0.4074626323,0.9892262574,0.1483518779,0.7985400837
0.3991447445,0.3982216688,0.1384598436,0.5699485987,0.1383304391,0.7132411180,0.0913558612
0.3775826963,0.9945502458,0.2763624480,0.9252596349,0.7414271086,0.5901274597,0.8562576957
0.9339591842,0.0264630318,0.8574159024,0.0839013215,0.3890740834,0.0175483264,0.0009414060
0.7302578902,0.5649850853,0.2429463817,0.7416705769,0.2091818396,0.4499942744,0.7302903300
0.2082003839,0.4101302987,0.6404047227,0.2674751952,0.9212723877,0.8764386717,0.3827252910
0.0797168342,0.6628506258,0.9503646735,0.4927608650,0.8362219511,0.6980420649,0.5764484890
0.6087476015,0.3200075878,0.4318115022,0.5293396190,0.0323308399,0.1323009310,0.2836326761
0.8054694319,0.7794275722,0.5459758621,0.1841791123,0.3684157366,0.3381752055,0.9466224974
0.2560662124,0.2493286692,0.0860172082,0.8379060384,0.5000619488,0.7734106602,0.1615579352
0.3708066763,0.5518172355,0.6213462222,0.5866971584,0.4823495336,0.9586063288,0.5039703799
0.8176822197,0.4575112294,0.0109958928,0.4358915491,0.6452514753,0.3986150464,0.3517182805
0.5184061294,0.8886089567,0.9047622886,0.7781071244,0.9500975888,0.0674971063,0.8779874519
0.0431053080,0.1060705269,0.4780070726,0.2444663690,0.1774583627,0.5084823528,0.2336091613
0.1647376595,0.8531747218,0.1675435817,0.0187003193,0.0650604283,0.8155410392,0.7876839293
0.6467676014,0.1336246030,0.7153936280,0.9899724172,0.8084067060,0.2643408701,0.0729313530
0.9393207664,0.7043712148,0.3219323931,0.3351176353,0.5972456308,0.2066503065,0.6577509418
0.4991743509,0.2970769573,0.8111879220,0.6735397978,0.2761444906,0.6544734892,0.4508721745
0.4589315411,0.7480224539,0.0489579663,0.1302222619,0.8812451204,0.3109362926,0.0354879107
0.9795261072,0.2778772125,0.5675150044,0.8474331712,0.2492250530,0.8631152259,0.8207355822
0.6842025332,0.8174802558,0.4532247745,0.4388113460,0.4135073172,0.6708031669,0.4094585525
0.1273396751,0.1605674382,0.9131871611,0.5388593012,0.7170398617,0.2220055116,0.7025795523
0.0067993030,0.9075342501,0.7245509299,0.7018812140,0.5401273482,0.4149465570,0.2566552665
0.5547357751,0.0626331810,0.1434936980,0.2892019087,0.3283953667,0.9739596713,0.6044034148
0.8589928914,0.5250882339,0.7576008374,0.8854629407,0.0079204496,0.5550797572,0.1267672824
0.3294719318,0.4929313036,0.3601386147,0.1056354856,0.8606473301,0.1150693409,0.9823887590
0.2938368525,0.7994286381,0.8326374190,0.3583092205,0.1530179484,0.1793849440,0.3247411186
0.7676747339,0.2069670400,0.2847835058,0.6332622413,0.9744929140,0.7441511285,0.5319250580
0.5679250024,0.6352442754,0.6783706108,0.0418992359,0.6852868209,0.7882756619,0.1988182757
0.1205630889,0.3545502499,0.1891113492,0.9496874101,0.4422991397,0.3540184945,0.9137539463
0.2499077693,0.6076215869,0.3782206029,0.7861693222,0.3005467430,0.0324153099,0.1074781055
0.6885874374,0.3899158724,0.9885747097,0.1909977682,0.5728273727,0.6059687966,0.7521615680
0.8970122654,0.9597941637,0.0951706953,0.5947520249,0.7683484275,0.9235245176,0.4776052032
0.4144921312,0.0543443142,0.5219297931,0.3824303988,0.1050726604,0.4961014753,0.6300403969
0.4109770283,0.7694928683,0.0703361379,0.6320550218,0.3793369280,0.1055410383,0.5783708803
0.9005657984,0.2368457532,0.5615486586,0.3453525286,0.7471967125,0.5328392386,0.3090531407
0.7009071279,0.6670756666,0.4162525544,0.9406368788,0.9116041502,0.9966578605,0.9603257170
0.2375501851,0.3226609677,0.9660594882,0.0367857367,0.2150050728,0.4229795914,0.1830120981
0.1170174237,0.5775022795,0.6560843885,0.2000441607,0.0420031007,0.2447019555,0.8620840125
0.5714479731,0.4200992696,0.2273720615,0.7912792116,0.8303951118,0.6788379168,0.0302667497
0.7800249271,0.9919312522,0.8729733266,0.3836340681,0.5098026507,0.8535850886,0.7400886705
0.2815097710,0.0222723885,0.2606662288,0.6077047568,0.3626420498,0.2886976385,0.4002755284
0.3415779844,0.7153969202,0.7956346944,0.8559915768,0.6549273143,0.4743815884,0.8052918045
0.8469099505,0.3104372555,0.3376252986,0.1348436950,0.4765186431,0.9145132108,0.0826662146
0.5514342505,0.8480875613,0.6997182779,0.5395743949,0.1871878607,0.6145223733,0.6870174557
0.0100781331,0.1298954766,0.1831144691,0.4512759717,0.9443355864,0.0556305246,0.4567626854
